날짜 및 시간 : 2025-07-16 11:57:42, 내부 온도 : 18, 외부 온도 : 15, 내부 습도 : 57, 외부 광량 : 714, 내부 CO2농도 : 0.040, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:15:20, 내부 온도 : 24, 외부 온도 : 15, 내부 습도 : 60, 외부 광량 : 522, 내부 CO2농도 : 0.098, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 14:15:20, 내부 온도 : 26, 외부 온도 : 14, 내부 습도 : 52, 외부 광량 : 692, 내부 CO2농도 : 0.067, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:15:25, 내부 온도 : 28, 외부 온도 : 13, 내부 습도 : 50, 외부 광량 : 544, 내부 CO2농도 : 0.049, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 14:15:30, 내부 온도 : 30, 외부 온도 : 17, 내부 습도 : 52, 외부 광량 : 696, 내부 CO2농도 : 0.091, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 14:15:35, 내부 온도 : 27, 외부 온도 : 0, 내부 습도 : 56, 외부 광량 : 672, 내부 CO2농도 : 0.090, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:15:40, 내부 온도 : 21, 외부 온도 : 19, 내부 습도 : 56, 외부 광량 : 644, 내부 CO2농도 : 0.081, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 14:15:45, 내부 온도 : 21, 외부 온도 : 18, 내부 습도 : 56, 외부 광량 : 513, 내부 CO2농도 : 0.096, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 14:15:50, 내부 온도 : 18, 외부 온도 : 17, 내부 습도 : 58, 외부 광량 : 607, 내부 CO2농도 : 0.082, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:15:55, 내부 온도 : 28, 외부 온도 : 3, 내부 습도 : 57, 외부 광량 : 500, 내부 CO2농도 : 0.069, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:16:00, 내부 온도 : 28, 외부 온도 : 17, 내부 습도 : 58, 외부 광량 : 541, 내부 CO2농도 : 0.022, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 14:16:05, 내부 온도 : 18, 외부 온도 : 3, 내부 습도 : 60, 외부 광량 : 676, 내부 CO2농도 : 0.045, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:16:10, 내부 온도 : 26, 외부 온도 : 0, 내부 습도 : 50, 외부 광량 : 557, 내부 CO2농도 : 0.034, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:16:15, 내부 온도 : 25, 외부 온도 : 20, 내부 습도 : 51, 외부 광량 : 593, 내부 CO2농도 : 0.094, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 14:16:20, 내부 온도 : 28, 외부 온도 : 9, 내부 습도 : 50, 외부 광량 : 608, 내부 CO2농도 : 0.040, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:16:25, 내부 온도 : 29, 외부 온도 : 18, 내부 습도 : 56, 외부 광량 : 620, 내부 CO2농도 : 0.093, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:17:48, 내부 온도 : 22, 외부 온도 : 2, 내부 습도 : 52, 외부 광량 : 682, 내부 CO2농도 : 0.065, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:17:48, 내부 온도 : 19, 외부 온도 : 21, 내부 습도 : 56, 외부 광량 : 666, 내부 CO2농도 : 0.070, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 14:17:54, 내부 온도 : 23, 외부 온도 : 19, 내부 습도 : 60, 외부 광량 : 596, 내부 CO2농도 : 0.076, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 14:17:59, 내부 온도 : 19, 외부 온도 : 13, 내부 습도 : 60, 외부 광량 : 706, 내부 CO2농도 : 0.069, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:18:04, 내부 온도 : 30, 외부 온도 : 21, 내부 습도 : 58, 외부 광량 : 679, 내부 CO2농도 : 0.036, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 14:18:09, 내부 온도 : 27, 외부 온도 : 20, 내부 습도 : 52, 외부 광량 : 626, 내부 CO2농도 : 0.083, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:18:14, 내부 온도 : 25, 외부 온도 : 0, 내부 습도 : 58, 외부 광량 : 565, 내부 CO2농도 : 0.041, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 14:18:19, 내부 온도 : 25, 외부 온도 : 3, 내부 습도 : 58, 외부 광량 : 574, 내부 CO2농도 : 0.099, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 14:18:24, 내부 온도 : 21, 외부 온도 : 15, 내부 습도 : 58, 외부 광량 : 658, 내부 CO2농도 : 0.033, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:18:29, 내부 온도 : 26, 외부 온도 : 2, 내부 습도 : 58, 외부 광량 : 650, 내부 CO2농도 : 0.047, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:18:34, 내부 온도 : 30, 외부 온도 : 9, 내부 습도 : 52, 외부 광량 : 546, 내부 CO2농도 : 0.058, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 14:18:39, 내부 온도 : 30, 외부 온도 : 0, 내부 습도 : 55, 외부 광량 : 631, 내부 CO2농도 : 0.035, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 14:18:44, 내부 온도 : 18, 외부 온도 : 21, 내부 습도 : 56, 외부 광량 : 583, 내부 CO2농도 : 0.045, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:18:49, 내부 온도 : 29, 외부 온도 : 7, 내부 습도 : 58, 외부 광량 : 679, 내부 CO2농도 : 0.085, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:23:18, 내부 온도 : 27, 외부 온도 : 1, 내부 습도 : 52, 외부 광량 : 650, 내부 CO2농도 : 0.062, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 14:23:18, 내부 온도 : 18, 외부 온도 : 10, 내부 습도 : 54, 외부 광량 : 629, 내부 CO2농도 : 0.097, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:23:23, 내부 온도 : 26, 외부 온도 : 17, 내부 습도 : 52, 외부 광량 : 510, 내부 CO2농도 : 0.061, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 14:23:28, 내부 온도 : 30, 외부 온도 : 8, 내부 습도 : 53, 외부 광량 : 601, 내부 CO2농도 : 0.065, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:23:33, 내부 온도 : 20, 외부 온도 : 1, 내부 습도 : 58, 외부 광량 : 700, 내부 CO2농도 : 0.022, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:23:38, 내부 온도 : 23, 외부 온도 : 11, 내부 습도 : 51, 외부 광량 : 607, 내부 CO2농도 : 0.071, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 14:23:43, 내부 온도 : 25, 외부 온도 : 16, 내부 습도 : 52, 외부 광량 : 677, 내부 CO2농도 : 0.072, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:23:48, 내부 온도 : 19, 외부 온도 : 0, 내부 습도 : 56, 외부 광량 : 658, 내부 CO2농도 : 0.027, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:23:53, 내부 온도 : 26, 외부 온도 : 16, 내부 습도 : 58, 외부 광량 : 648, 내부 CO2농도 : 0.027, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:23:58, 내부 온도 : 29, 외부 온도 : 0, 내부 습도 : 50, 외부 광량 : 695, 내부 CO2농도 : 0.095, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 14:24:03, 내부 온도 : 23, 외부 온도 : 6, 내부 습도 : 50, 외부 광량 : 702, 내부 CO2농도 : 0.023, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 14:24:08, 내부 온도 : 22, 외부 온도 : 0, 내부 습도 : 51, 외부 광량 : 559, 내부 CO2농도 : 0.025, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:24:13, 내부 온도 : 25, 외부 온도 : 1, 내부 습도 : 51, 외부 광량 : 615, 내부 CO2농도 : 0.086, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:24:18, 내부 온도 : 22, 외부 온도 : 15, 내부 습도 : 56, 외부 광량 : 534, 내부 CO2농도 : 0.064, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:24:23, 내부 온도 : 26, 외부 온도 : 16, 내부 습도 : 52, 외부 광량 : 515, 내부 CO2농도 : 0.032, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 14:24:28, 내부 온도 : 24, 외부 온도 : 19, 내부 습도 : 53, 외부 광량 : 541, 내부 CO2농도 : 0.051, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:24:33, 내부 온도 : 21, 외부 온도 : 13, 내부 습도 : 59, 외부 광량 : 523, 내부 CO2농도 : 0.037, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 14:24:38, 내부 온도 : 25, 외부 온도 : 4, 내부 습도 : 58, 외부 광량 : 564, 내부 CO2농도 : 0.087, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:24:43, 내부 온도 : 20, 외부 온도 : 6, 내부 습도 : 53, 외부 광량 : 652, 내부 CO2농도 : 0.041, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 14:24:48, 내부 온도 : 18, 외부 온도 : 6, 내부 습도 : 50, 외부 광량 : 567, 내부 CO2농도 : 0.028, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:24:53, 내부 온도 : 30, 외부 온도 : 2, 내부 습도 : 60, 외부 광량 : 655, 내부 CO2농도 : 0.080, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:24:58, 내부 온도 : 24, 외부 온도 : 16, 내부 습도 : 51, 외부 광량 : 542, 내부 CO2농도 : 0.091, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:25:03, 내부 온도 : 27, 외부 온도 : 21, 내부 습도 : 59, 외부 광량 : 550, 내부 CO2농도 : 0.034, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 14:25:08, 내부 온도 : 22, 외부 온도 : 19, 내부 습도 : 57, 외부 광량 : 707, 내부 CO2농도 : 0.059, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:25:13, 내부 온도 : 29, 외부 온도 : 11, 내부 습도 : 55, 외부 광량 : 507, 내부 CO2농도 : 0.061, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 14:25:18, 내부 온도 : 20, 외부 온도 : 20, 내부 습도 : 52, 외부 광량 : 535, 내부 CO2농도 : 0.028, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 14:25:23, 내부 온도 : 26, 외부 온도 : 17, 내부 습도 : 58, 외부 광량 : 575, 내부 CO2농도 : 0.020, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 14:25:28, 내부 온도 : 19, 외부 온도 : 4, 내부 습도 : 58, 외부 광량 : 578, 내부 CO2농도 : 0.050, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:25:33, 내부 온도 : 19, 외부 온도 : 2, 내부 습도 : 50, 외부 광량 : 700, 내부 CO2농도 : 0.057, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:25:38, 내부 온도 : 22, 외부 온도 : 6, 내부 습도 : 54, 외부 광량 : 592, 내부 CO2농도 : 0.091, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:25:43, 내부 온도 : 21, 외부 온도 : 15, 내부 습도 : 59, 외부 광량 : 522, 내부 CO2농도 : 0.088, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 14:25:48, 내부 온도 : 29, 외부 온도 : 11, 내부 습도 : 53, 외부 광량 : 684, 내부 CO2농도 : 0.080, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 14:25:53, 내부 온도 : 20, 외부 온도 : 18, 내부 습도 : 55, 외부 광량 : 640, 내부 CO2농도 : 0.049, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:25:58, 내부 온도 : 21, 외부 온도 : 7, 내부 습도 : 50, 외부 광량 : 570, 내부 CO2농도 : 0.061, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:26:03, 내부 온도 : 18, 외부 온도 : 13, 내부 습도 : 50, 외부 광량 : 703, 내부 CO2농도 : 0.072, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:26:08, 내부 온도 : 22, 외부 온도 : 14, 내부 습도 : 54, 외부 광량 : 661, 내부 CO2농도 : 0.028, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:26:13, 내부 온도 : 25, 외부 온도 : 9, 내부 습도 : 57, 외부 광량 : 517, 내부 CO2농도 : 0.099, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:26:18, 내부 온도 : 28, 외부 온도 : 8, 내부 습도 : 58, 외부 광량 : 614, 내부 CO2농도 : 0.062, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:26:23, 내부 온도 : 29, 외부 온도 : 12, 내부 습도 : 54, 외부 광량 : 571, 내부 CO2농도 : 0.070, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:27:19, 내부 온도 : 28, 외부 온도 : 5, 내부 습도 : 59, 외부 광량 : 594, 내부 CO2농도 : 0.081, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:27:19, 내부 온도 : 20, 외부 온도 : 14, 내부 습도 : 58, 외부 광량 : 568, 내부 CO2농도 : 0.070, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:27:24, 내부 온도 : 19, 외부 온도 : 3, 내부 습도 : 53, 외부 광량 : 545, 내부 CO2농도 : 0.057, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 14:27:29, 내부 온도 : 23, 외부 온도 : 21, 내부 습도 : 51, 외부 광량 : 674, 내부 CO2농도 : 0.045, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 14:27:34, 내부 온도 : 21, 외부 온도 : 1, 내부 습도 : 59, 외부 광량 : 621, 내부 CO2농도 : 0.048, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:27:39, 내부 온도 : 22, 외부 온도 : 12, 내부 습도 : 59, 외부 광량 : 531, 내부 CO2농도 : 0.090, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:27:44, 내부 온도 : 25, 외부 온도 : 19, 내부 습도 : 50, 외부 광량 : 595, 내부 CO2농도 : 0.091, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:27:49, 내부 온도 : 29, 외부 온도 : 4, 내부 습도 : 52, 외부 광량 : 586, 내부 CO2농도 : 0.091, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:27:54, 내부 온도 : 22, 외부 온도 : 9, 내부 습도 : 54, 외부 광량 : 617, 내부 CO2농도 : 0.087, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 14:27:59, 내부 온도 : 18, 외부 온도 : 8, 내부 습도 : 54, 외부 광량 : 629, 내부 CO2농도 : 0.096, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 14:28:04, 내부 온도 : 20, 외부 온도 : 15, 내부 습도 : 59, 외부 광량 : 640, 내부 CO2농도 : 0.074, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 14:28:09, 내부 온도 : 19, 외부 온도 : 13, 내부 습도 : 53, 외부 광량 : 558, 내부 CO2농도 : 0.086, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 14:28:14, 내부 온도 : 26, 외부 온도 : 7, 내부 습도 : 53, 외부 광량 : 626, 내부 CO2농도 : 0.092, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 14:28:19, 내부 온도 : 21, 외부 온도 : 15, 내부 습도 : 58, 외부 광량 : 616, 내부 CO2농도 : 0.032, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:28:24, 내부 온도 : 21, 외부 온도 : 13, 내부 습도 : 50, 외부 광량 : 527, 내부 CO2농도 : 0.099, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:29:08, 내부 온도 : 19, 외부 온도 : 19, 내부 습도 : 58, 외부 광량 : 617, 내부 CO2농도 : 0.088, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 14:29:08, 내부 온도 : 19, 외부 온도 : 10, 내부 습도 : 50, 외부 광량 : 691, 내부 CO2농도 : 0.026, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:29:13, 내부 온도 : 27, 외부 온도 : 14, 내부 습도 : 58, 외부 광량 : 536, 내부 CO2농도 : 0.030, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:29:18, 내부 온도 : 27, 외부 온도 : 5, 내부 습도 : 56, 외부 광량 : 703, 내부 CO2농도 : 0.093, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 14:29:23, 내부 온도 : 27, 외부 온도 : 18, 내부 습도 : 57, 외부 광량 : 545, 내부 CO2농도 : 0.030, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 14:29:28, 내부 온도 : 19, 외부 온도 : 6, 내부 습도 : 55, 외부 광량 : 637, 내부 CO2농도 : 0.051, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:29:33, 내부 온도 : 19, 외부 온도 : 0, 내부 습도 : 58, 외부 광량 : 517, 내부 CO2농도 : 0.067, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 14:29:38, 내부 온도 : 30, 외부 온도 : 18, 내부 습도 : 51, 외부 광량 : 598, 내부 CO2농도 : 0.041, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:29:43, 내부 온도 : 18, 외부 온도 : 19, 내부 습도 : 50, 외부 광량 : 521, 내부 CO2농도 : 0.021, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:29:48, 내부 온도 : 18, 외부 온도 : 16, 내부 습도 : 56, 외부 광량 : 512, 내부 CO2농도 : 0.031, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 14:29:53, 내부 온도 : 22, 외부 온도 : 15, 내부 습도 : 60, 외부 광량 : 653, 내부 CO2농도 : 0.067, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 14:29:58, 내부 온도 : 22, 외부 온도 : 7, 내부 습도 : 58, 외부 광량 : 676, 내부 CO2농도 : 0.084, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:30:03, 내부 온도 : 24, 외부 온도 : 2, 내부 습도 : 56, 외부 광량 : 642, 내부 CO2농도 : 0.088, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 14:30:08, 내부 온도 : 23, 외부 온도 : 9, 내부 습도 : 59, 외부 광량 : 640, 내부 CO2농도 : 0.094, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:30:13, 내부 온도 : 30, 외부 온도 : 5, 내부 습도 : 50, 외부 광량 : 665, 내부 CO2농도 : 0.039, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 14:30:18, 내부 온도 : 21, 외부 온도 : 11, 내부 습도 : 60, 외부 광량 : 622, 내부 CO2농도 : 0.040, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 14:30:23, 내부 온도 : 19, 외부 온도 : 9, 내부 습도 : 55, 외부 광량 : 562, 내부 CO2농도 : 0.033, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 14:30:28, 내부 온도 : 19, 외부 온도 : 20, 내부 습도 : 56, 외부 광량 : 691, 내부 CO2농도 : 0.096, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:30:33, 내부 온도 : 22, 외부 온도 : 1, 내부 습도 : 50, 외부 광량 : 616, 내부 CO2농도 : 0.077, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:30:38, 내부 온도 : 19, 외부 온도 : 19, 내부 습도 : 55, 외부 광량 : 604, 내부 CO2농도 : 0.057, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 14:30:43, 내부 온도 : 24, 외부 온도 : 14, 내부 습도 : 58, 외부 광량 : 561, 내부 CO2농도 : 0.075, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 14:30:48, 내부 온도 : 28, 외부 온도 : 7, 내부 습도 : 58, 외부 광량 : 538, 내부 CO2농도 : 0.070, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:30:53, 내부 온도 : 22, 외부 온도 : 0, 내부 습도 : 59, 외부 광량 : 689, 내부 CO2농도 : 0.097, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:30:58, 내부 온도 : 20, 외부 온도 : 11, 내부 습도 : 54, 외부 광량 : 625, 내부 CO2농도 : 0.097, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 14:31:03, 내부 온도 : 21, 외부 온도 : 9, 내부 습도 : 54, 외부 광량 : 516, 내부 CO2농도 : 0.046, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:31:08, 내부 온도 : 30, 외부 온도 : 2, 내부 습도 : 58, 외부 광량 : 675, 내부 CO2농도 : 0.093, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 14:31:13, 내부 온도 : 26, 외부 온도 : 6, 내부 습도 : 54, 외부 광량 : 613, 내부 CO2농도 : 0.098, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 14:37:49, 내부 온도 : 25, 외부 온도 : 19, 내부 습도 : 57, 외부 광량 : 704, 내부 CO2농도 : 0.042, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 14:41:23, 내부 온도 : 24, 외부 온도 : 5, 내부 습도 : 54, 외부 광량 : 685, 내부 CO2농도 : 0.093, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 15:04:34, 내부 온도 : 29, 외부 온도 : 11, 내부 습도 : 50, 외부 광량 : 702, 내부 CO2농도 : 0.026, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 15:04:35, 내부 온도 : 22, 외부 온도 : 9, 내부 습도 : 51, 외부 광량 : 608, 내부 CO2농도 : 0.083, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 15:08:14, 내부 온도 : 26, 외부 온도 : 21, 내부 습도 : 51, 외부 광량 : 656, 내부 CO2농도 : 0.023, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 15:08:23, 내부 온도 : 23, 외부 온도 : 5, 내부 습도 : 50, 외부 광량 : 709, 내부 CO2농도 : 0.024, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 16:54:57, 내부 온도 : 30, 외부 온도 : 8, 내부 습도 : 51, 외부 광량 : 616, 내부 CO2농도 : 0.034, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 16:54:57, 내부 온도 : 25, 외부 온도 : 8, 내부 습도 : 58, 외부 광량 : 561, 내부 CO2농도 : 0.026, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 16:55:02, 내부 온도 : 24, 외부 온도 : 12, 내부 습도 : 55, 외부 광량 : 553, 내부 CO2농도 : 0.076, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 16:55:07, 내부 온도 : 23, 외부 온도 : 20, 내부 습도 : 53, 외부 광량 : 539, 내부 CO2농도 : 0.023, 내부 O2농도 : 6
날짜 및 시간 : 2025-07-16 16:55:12, 내부 온도 : 19, 외부 온도 : 18, 내부 습도 : 56, 외부 광량 : 573, 내부 CO2농도 : 0.071, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 16:55:17, 내부 온도 : 25, 외부 온도 : 14, 내부 습도 : 54, 외부 광량 : 546, 내부 CO2농도 : 0.032, 내부 O2농도 : 4
날짜 및 시간 : 2025-07-16 16:55:22, 내부 온도 : 30, 외부 온도 : 5, 내부 습도 : 59, 외부 광량 : 694, 내부 CO2농도 : 0.085, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 16:55:27, 내부 온도 : 19, 외부 온도 : 0, 내부 습도 : 52, 외부 광량 : 513, 내부 CO2농도 : 0.065, 내부 O2농도 : 7
날짜 및 시간 : 2025-07-16 16:55:32, 내부 온도 : 27, 외부 온도 : 20, 내부 습도 : 54, 외부 광량 : 517, 내부 CO2농도 : 0.023, 내부 O2농도 : 5
날짜 및 시간 : 2025-07-16 16:55:37, 내부 온도 : 28, 외부 온도 : 3, 내부 습도 : 53, 외부 광량 : 632, 내부 CO2농도 : 0.023, 내부 O2농도 : 5
